scenario_id,retrofit,hp_type,climate_zone,hdd,envelope_class,price_scenario,npv,annual_savings,payback_years,baseline_gas_therms,hp_electricity_kwh,baseline_emissions_kg,hp_emissions_kg,emissions_reduction_kg,total_investment,viability_score,is_viable
192,insulation_walls,cold_climate,Mild,3000,Medium,low,-22999.65635384041,0.03310765714285713,694703.3400991401,0.3744,3.3301542857142863,1.98432,1.2854395542857144,0.6988804457142856,23000,0.6672333333333332,True
193,insulation_walls,cold_climate,Mild,3000,Medium,base,-23000.564462411563,-0.054381600000000085,999.0,0.3744,3.3301542857142863,1.98432,1.2854395542857144,0.6988804457142856,23000,0.4413271904761904,False
194,insulation_walls,cold_climate,Mild,3000,Medium,high,-23001.77527383978,-0.17103394285714302,999.0,0.3744,3.3301542857142863,1.98432,1.2854395542857144,0.6988804457142856,23000,0.14011899999999997,False
195,insulation_walls,cold_climate,Mild,3000,Good,low,-22999.898943174845,0.009736045714285713,2362355.3827661336,0.3264,3.142299428571429,1.7299200000000001,1.2129275794285717,0.5169924205714285,23000,0.44181666666666664,False
196,insulation_walls,cold_climate,Mild,3000,Good,base,-23000.839526671072,-0.08088192,999.0,0.3264,3.142299428571429,1.7299200000000001,1.2129275794285717,0.5169924205714285,23000,0.2922301666666666,False
197,insulation_walls,cold_climate,Mild,3000,Good,high,-23002.09363799938,-0.2017058742857143,999.0,0.3264,3.142299428571429,1.7299200000000001,1.2129275794285717,0.5169924205714285,23000,0.09278149999999998,False
198,insulation_walls,cold_climate,Moderate,5000,Poor,low,-22998.427630088045,0.15148571428571433,151829.4983025273,0.88,6.906428571428572,4.664,2.6658814285714287,1.998118571428571,23000,0.7050000000000001,True
199,insulation_walls,cold_climate,Moderate,5000,Poor,base,-22999.98858237616,0.0010999999999998789,20909090.909093212,0.88,6.906428571428572,4.664,2.6658814285714287,1.998118571428571,23000,0.46630714285714286,False
200,insulation_walls,cold_climate,Moderate,5000,Poor,high,-23002.069852093646,-0.19941428571428577,999.0,0.88,6.906428571428572,4.664,2.6658814285714287,1.998118571428571,23000,0.14805,False
201,insulation_walls,cold_climate,Moderate,5000,Medium,low,-22999.284070500853,0.06897428571428577,333457.60324758687,0.78,6.9378214285714295,4.134,2.6779990714285717,1.4560009285714286,23000,0.5217,True
202,insulation_walls,cold_climate,Moderate,5000,Medium,base,-23001.175963357437,-0.11329500000000015,999.0,0.78,6.9378214285714295,4.134,2.6779990714285717,1.4560009285714286,23000,0.34506728571428574,False
203,insulation_walls,cold_climate,Moderate,5000,Medium,high,-23003.6984871662,-0.35632071428571455,999.0,0.78,6.9378214285714295,4.134,2.6779990714285717,1.4560009285714286,23000,0.10955699999999999,False
204,insulation_walls,cold_climate,Moderate,5000,Good,low,-22999.78946494759,0.020283428571428508,1133930.5837277474,0.68,6.546457142857144,3.604,2.5269324571428577,1.0770675428571423,23000,0.34545000000000003,False
205,insulation_walls,cold_climate,Moderate,5000,Good,base,-23001.74901389807,-0.1685040000000001,999.0,0.68,6.546457142857144,3.604,2.5269324571428577,1.0770675428571423,23000,0.2284905,False
206,insulation_walls,cold_climate,Moderate,5000,Good,high,-23004.361745832037,-0.4202205714285716,999.0,0.68,6.546457142857144,3.604,2.5269324571428577,1.0770675428571423,23000,0.0725445,False
207,insulation_walls,cold_climate,Cold,7000,Poor,low,-22999.058650495477,0.09069176470588247,253606.26816106235,1.4784,13.65035294117647,7.83552,5.269036235294117,2.5664837647058825,23000,0.5083333333333333,True
208,insulation_walls,cold_climate,Cold,7000,Poor,base,-23002.956224300164,-0.28480941176470576,999.0,1.4784,13.65035294117647,7.83552,5.269036235294117,2.5664837647058825,23000,0.3362261904761904,False
209,insulation_walls,cold_climate,Cold,7000,Poor,high,-23008.152989373106,-0.7854776470588232,999.0,1.4784,13.65035294117647,7.83552,5.269036235294117,2.5664837647058825,23000,0.10674999999999997,False
210,insulation_walls,cold_climate,Cold,7000,Medium,low,-23000.505198716026,-0.048671999999999827,999.0,1.3103999999999998,13.712399999999997,6.945119999999998,5.292986399999999,1.652133599999999,23000,0.37616666666666665,False
211,insulation_walls,cold_climate,Cold,7000,Medium,base,-23004.96454892103,-0.47829599999999983,999.0,1.3103999999999998,13.712399999999997,6.945119999999998,5.292986399999999,1.652133599999999,23000,0.2488073809523809,False
212,insulation_walls,cold_climate,Cold,7000,Medium,high,-23010.910349194357,-1.0511279999999994,999.0,1.3103999999999998,13.712399999999997,6.945119999999998,5.292986399999999,1.652133599999999,23000,0.07899499999999998,False
213,insulation_walls,cold_climate,Cold,7000,Good,low,-23001.257914909507,-0.12119040000000014,999.0,1.1424,12.938880000000003,6.0547200000000005,4.994407680000001,1.0603123199999995,23000,0.24908333333333332,False
214,insulation_walls,cold_climate,Cold,7000,Good,base,-23005.758667494494,-0.5548032000000003,999.0,1.1424,12.938880000000003,6.0547200000000005,4.994407680000001,1.0603123199999995,23000,0.1647508333333333,False
215,insulation_walls,cold_climate,Cold,7000,Good,high,-23011.759670941123,-1.1329536000000004,999.0,1.1424,12.938880000000003,6.0547200000000005,4.994407680000001,1.0603123199999995,23000,0.052307499999999986,False
216,windows,standard,Mild,3000,Poor,low,-23999.404310594815,0.05739008000000001,418190.7395842626,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,24000,0.9016666666666666,True
217,windows,standard,Mild,3000,Poor,base,-24000.27285380753,-0.026287359999999982,999.0,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,24000,0.5963880952380951,True
218,windows,standard,Mild,3000,Poor,high,-24001.43091142447,-0.13785728000000008,999.0,0.42240000000000005,3.5066240000000004,2.2387200000000003,1.3535568640000002,0.8851631360000001,24000,0.18934999999999996,False
219,windows,standard,Mild,3000,Medium,low,-23999.623821263758,0.03624191999999998,662216.5713074807,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,24000,0.6672333333333332,True
220,windows,standard,Mild,3000,Medium,base,-24000.50753040242,-0.0488966400000001,999.0,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,24000,0.4413271904761904,False
221,windows,standard,Mild,3000,Medium,high,-24001.685809253966,-0.16241472000000012,999.0,0.3744,3.2909760000000006,1.98432,1.2703167360000003,0.7140032639999998,24000,0.14011899999999997,False
222,windows,standard,Mild,3000,Good,low,-23999.80440406318,0.01884415999999997,1273604.1298736604,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,24000,0.44181666666666664,False
223,windows,standard,Mild,3000,Good,base,-24000.674083225666,-0.06494272000000001,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,24000,0.2922301666666666,False
224,windows,standard,Mild,3000,Good,high,-24001.83365544232,-0.17665856000000002,999.0,0.3264,3.0284480000000005,1.7299200000000001,1.1689809280000003,0.5609390719999998,24000,0.09278149999999998,False
225,windows,standard,Moderate,5000,Poor,low,-23998.758980405873,0.1195626666666667,200731.555000446,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,24000,0.7050000000000001,True
226,windows,standard,Moderate,5000,Poor,base,-24000.568445432353,-0.054765333333333444,999.0,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,24000,0.46630714285714286,False
227,windows,standard,Moderate,5000,Poor,high,-24002.981065467655,-0.2872026666666667,999.0,0.88,7.305466666666667,4.664,2.8199101333333334,1.8440898666666663,24000,0.14805,False
228,windows,standard,Moderate,5000,Medium,low,-23999.21629429949,0.07550400000000013,317863.95422759006,0.78,6.8562,4.134,2.6464932,1.4875068000000002,24000,0.5217,True
229,windows,standard,Moderate,5000,Medium,base,-24001.05735500504,-0.10186800000000007,999.0,0.78,6.8562,4.134,2.6464932,1.4875068000000002,24000,0.34506728571428574,False
230,windows,standard,Moderate,5000,Medium,high,-24003.51210261243,-0.3383640000000001,999.0,0.78,6.8562,4.134,2.6464932,1.4875068000000002,24000,0.10955699999999999,False
231,windows,standard,Moderate,5000,Good,low,-23999.592508464968,0.039258666666666664,611329.9823393561,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,24000,0.34545000000000003,False
232,windows,standard,Moderate,5000,Good,base,-24001.40434005348,-0.13529733333333338,999.0,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,24000,0.2284905,False
233,windows,standard,Moderate,5000,Good,high,-24003.820115504826,-0.3680386666666666,999.0,0.68,6.309266666666667,3.604,2.4353769333333335,1.1686230666666666,24000,0.0725445,False
234,windows,standard,Cold,7000,Poor,low,-23999.713554653055,0.027596799999999755,869666.0482374845,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,24000,0.5083333333333333,True
235,windows,standard,Cold,7000,Poor,base,-24004.102306575933,-0.3952256000000003,999.0,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,24000,0.3362261904761904,False
236,windows,standard,Cold,7000,Poor,high,-24009.953975806442,-0.9589888000000006,999.0,1.4784,14.439040000000002,7.83552,5.573469440000001,2.2620505599999987,24000,0.10674999999999997,False
237,windows,standard,Cold,7000,Medium,low,-24000.371241047444,-0.03576621176470596,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,24000,0.37616666666666665,False
238,windows,standard,Cold,7000,Medium,base,-24004.730123000987,-0.45571087058823534,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,24000,0.2488073809523809,False
239,windows,standard,Cold,7000,Medium,high,-24010.541965605713,-1.0156370823529413,999.0,1.3103999999999998,13.551077647058822,6.945119999999998,5.230715971764705,1.7144040282352933,24000,0.07899499999999998,False
240,windows,standard,Cold,7000,Good,low,-24000.868636214447,-0.08368640000000005,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,24000,0.24908333333333332,False
241,windows,standard,Cold,7000,Good,base,-24005.077429778124,-0.48917120000000014,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,24000,0.1647508333333333,False
242,windows,standard,Cold,7000,Good,high,-24010.6891545297,-1.0298176000000003,999.0,1.1424,12.470080000000001,6.0547200000000005,4.81345088,1.2412691200000001,24000,0.052307499999999986,False
243,windows,cold_climate,Mild,3000,Poor,low,-26999.61229664046,0.03735222857142856,722848.4358936704,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,27000,0.9016666666666666,True
244,windows,cold_climate,Mild,3000,Poor,base,-27000.636829387415,-0.061353600000000064,999.0,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,27000,0.5963880952380951,True
245,windows,cold_climate,Mild,3000,Poor,high,-27002.002873050005,-0.1929613714285715,999.0,0.42240000000000005,3.7570971428571434,2.2387200000000003,1.4502394971428574,0.7884805028571429,27000,0.18934999999999996,False
246,windows,cold_climate,Mild,3000,Medium,low,-26999.81901672371,0.017436342857142795,1548489.8537045831,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,27000,0.6672333333333332,True
247,windows,cold_climate,Mild,3000,Medium,base,-27000.849122457334,-0.08180640000000017,999.0,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,27000,0.4413271904761904,False
248,windows,cold_climate,Mild,3000,Medium,high,-27002.222596768843,-0.21413005714285738,999.0,0.3744,3.5260457142857153,1.98432,1.361053645714286,0.623266354285714,27000,0.14011899999999997,False
249,windows,cold_climate,Mild,3000,Good,low,-26999.984028375333,0.0015387428571428385,17546791.44385048,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,27000,0.44181666666666664,False
250,windows,cold_climate,Mild,3000,Good,base,-27000.98842577193,-0.09522720000000001,999.0,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,27000,0.2922301666666666,False
251,windows,cold_climate,Mild,3000,Good,high,-27002.327622300734,-0.22424845714285724,999.0,0.3264,3.2447657142857147,1.7299200000000001,1.252479565714286,0.47744043428571414,27000,0.09278149999999998,False
252,windows,cold_climate,Moderate,5000,Poor,low,-26999.192284667635,0.07781714285714292,346967.2492289614,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,27000,0.7050000000000001,True
253,windows,cold_climate,Moderate,5000,Poor,base,-27001.326727890435,-0.12782000000000016,999.0,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,27000,0.46630714285714286,False
254,windows,cold_climate,Moderate,5000,Poor,high,-27004.172652187513,-0.4020028571428571,999.0,0.88,7.827285714285715,4.664,3.021332285714286,1.6426677142857136,27000,0.14805,False
255,windows,cold_climate,Moderate,5000,Medium,low,-26999.622951507714,0.036325714285714406,743275.1297781948,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,27000,0.5217,True
256,windows,cold_climate,Moderate,5000,Medium,base,-27001.76900511945,-0.17043000000000008,999.0,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,27000,0.34506728571428574,False
257,windows,cold_climate,Moderate,5000,Medium,high,-27004.63040993508,-0.44610428571428584,999.0,0.78,7.345928571428572,4.134,2.8355284285714286,1.2984715714285717,27000,0.10955699999999999,False
258,windows,cold_climate,Moderate,5000,Good,low,-26999.96672578195,0.003205714285714256,8422459.893048206,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,27000,0.34545000000000003,False
259,windows,cold_climate,Moderate,5000,Good,base,-27002.059220358195,-0.19839000000000007,999.0,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,27000,0.2284905,False
260,windows,cold_climate,Moderate,5000,Good,high,-27004.849213126523,-0.46718428571428583,999.0,0.68,6.759928571428572,3.604,2.609332428571429,0.9946675714285709,27000,0.0725445,False
261,windows,cold_climate,Cold,7000,Poor,low,-27000.569967782194,-0.05491200000000007,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,27000,0.5083333333333333,True
262,windows,cold_climate,Cold,7000,Poor,base,-27005.60102955193,-0.5396160000000001,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,27000,0.3362261904761904,False
263,windows,cold_climate,Cold,7000,Poor,high,-27012.30911191158,-1.1858880000000003,999.0,1.4784,15.470400000000001,7.83552,5.971574400000001,1.8639455999999992,27000,0.10674999999999997,False
264,windows,cold_climate,Cold,7000,Medium,low,-27001.17498705901,-0.1132009411764705,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,27000,0.37616666666666665,False
265,windows,cold_climate,Cold,7000,Medium,base,-27006.13667852124,-0.5912216470588236,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,27000,0.2488073809523809,False
266,windows,cold_climate,Cold,7000,Medium,high,-27012.752267137545,-1.2285825882352936,999.0,1.3103999999999998,14.51901176470588,6.945119999999998,5.60433854117647,1.3407814588235283,27000,0.07899499999999998,False
267,windows,cold_climate,Cold,7000,Good,low,-27001.60826573507,-0.15494399999999997,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,27000,0.24908333333333332,False
268,windows,cold_climate,Cold,7000,Good,base,-27006.37178143921,-0.6138720000000002,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,27000,0.1647508333333333,False
269,windows,cold_climate,Cold,7000,Good,high,-27012.723135711407,-1.2257760000000002,999.0,1.1424,13.360800000000001,6.0547200000000005,5.157268800000001,0.8974511999999999,27000,0.052307499999999986,False
270,comprehensive,standard,Mild,3000,Poor,low,-31998.54789746568,0.13989888000000003,228736.64178012,0.42240000000000005,2.475264,2.2387200000000003,0.9554519040000001,1.283268096,32000,0.9016666666666666,True
271,comprehensive,standard,Mild,3000,Poor,base,-31998.77413083153,0.11810304000000005,270949.8417652923,0.42240000000000005,2.475264,2.2387200000000003,0.9554519040000001,1.283268096,32000,0.5963880952380951,True
272,comprehensive,standard,Mild,3000,Poor,high,-31999.075775319332,0.08904192,359381.28917256056,0.42240000000000005,2.475264,2.2387200000000003,0.9554519040000001,1.283268096,32000,0.18934999999999996,False
273,comprehensive,standard,Mild,3000,Medium,low,-31999.168365190526,0.08012160000000002,399392.92275740864,0.3744,2.74248,1.98432,1.05859728,0.92572272,32000,0.6672333333333332,True
274,comprehensive,standard,Mild,3000,Medium,base,-31999.710482274277,0.027892799999999995,1147249.4693971206,0.3744,2.74248,1.98432,1.05859728,0.92572272,32000,0.4413271904761904,False
275,comprehensive,standard,Mild,3000,Medium,high,-32000.433305052604,-0.04174560000000005,999.0,0.3744,2.74248,1.98432,1.05859728,0.92572272,32000,0.14011899999999997,False
276,comprehensive,standard,Mild,3000,Good,low,-31999.619107404334,0.036696064,872028.1281393012,0.3264,2.8052992000000003,1.7299200000000001,1.0828454912,0.6470745088000001,32000,0.44181666666666664,False
277,comprehensive,standard,Mild,3000,Good,base,-32000.34981407268,-0.03370188800000001,999.0,0.3264,2.8052992000000003,1.7299200000000001,1.0828454912,0.6470745088000001,32000,0.2922301666666666,False
278,comprehensive,standard,Mild,3000,Good,high,-32001.324089630474,-0.12756582400000005,999.0,0.3264,2.8052992000000003,1.7299200000000001,1.0828454912,0.6470745088000001,32000,0.09278149999999998,False
279,comprehensive,standard,Moderate,5000,Poor,low,-31996.974786386825,0.29145600000000005,109793.5880544576,0.88,5.1568000000000005,4.664,1.9905248000000002,2.6734751999999995,32000,0.7050000000000001,True
280,comprehensive,standard,Moderate,5000,Poor,base,-31997.446105899016,0.24604799999999993,130055.92404734039,0.88,5.1568000000000005,4.664,1.9905248000000002,2.6734751999999995,32000,0.46630714285714286,False
281,comprehensive,standard,Moderate,5000,Poor,high,-31998.07453191529,0.1855039999999999,172503.01880282914,0.88,5.1568000000000005,4.664,1.9905248000000002,2.6734751999999995,32000,0.14805,False
282,comprehensive,standard,Moderate,5000,Medium,low,-31998.267427480267,0.16692000000000012,191708.60292355606,0.78,5.7135,4.134,2.205411,1.9285890000000006,32000,0.5217,True
283,comprehensive,standard,Moderate,5000,Medium,base,-31999.396838071403,0.058109999999999995,550679.7453106178,0.78,5.7135,4.134,2.205411,1.9285890000000006,32000,0.34506728571428574,False
284,comprehensive,standard,Moderate,5000,Medium,high,-32000.902718859576,-0.08696999999999999,999.0,0.78,5.7135,4.134,2.205411,1.9285890000000006,32000,0.10955699999999999,False
285,comprehensive,standard,Moderate,5000,Good,low,-31999.20647375903,0.07645013333333334,418573.50150686456,0.68,5.844373333333333,3.604,2.2559281066666665,1.3480718933333335,32000,0.34545000000000003,False
286,comprehensive,standard,Moderate,5000,Good,base,-32000.728779318084,-0.07021226666666669,999.0,0.68,5.844373333333333,3.604,2.2559281066666665,1.3480718933333335,32000,0.2284905,False
287,comprehensive,standard,Moderate,5000,Good,high,-32002.758520063497,-0.2657621333333333,999.0,0.68,5.844373333333333,3.604,2.2559281066666665,1.3480718933333335,32000,0.0725445,False
288,comprehensive,standard,Cold,7000,Poor,low,-31996.187147650704,0.36733891764705884,87113.01324937688,1.4784,10.192263529411765,7.83552,3.934213722352941,3.9013062776470586,32000,0.5083333333333333,True
289,comprehensive,standard,Cold,7000,Poor,base,-31997.93109432183,0.19932310588235302,160543.3542606317,1.4784,10.192263529411765,7.83552,3.934213722352941,3.9013062776470586,32000,0.3362261904761904,False
290,comprehensive,standard,Cold,7000,Poor,high,-32000.256356549995,-0.024697976470588134,999.0,1.4784,10.192263529411765,7.83552,3.934213722352941,3.9013062776470586,32000,0.10674999999999997,False
291,comprehensive,standard,Cold,7000,Medium,low,-31998.495833687095,0.14491482352941176,220819.36975553998,1.3103999999999998,11.292564705882352,6.945119999999998,4.358929976470588,2.5861900235294106,32000,0.37616666666666665,False
292,comprehensive,standard,Cold,7000,Medium,base,-32001.448160120402,-0.13951905882352955,999.0,1.3103999999999998,11.292564705882352,6.945119999999998,4.358929976470588,2.5861900235294106,32000,0.2488073809523809,False
293,comprehensive,standard,Cold,7000,Medium,high,-32005.38459536479,-0.5187642352941175,999.0,1.3103999999999998,11.292564705882352,6.945119999999998,4.358929976470588,2.5861900235294106,32000,0.07899499999999998,False
294,comprehensive,standard,Cold,7000,Good,low,-32000.10564997212,-0.010178559999999948,999.0,1.1424,11.551232,6.0547200000000005,4.4587755520000005,1.595944448,32000,0.24908333333333332,False
295,comprehensive,standard,Cold,7000,Good,base,-32003.742203854064,-0.36053248000000004,999.0,1.1424,11.551232,6.0547200000000005,4.4587755520000005,1.595944448,32000,0.1647508333333333,False
296,comprehensive,standard,Cold,7000,Good,high,-32008.590942363306,-0.8276710400000002,999.0,1.1424,11.551232,6.0547200000000005,4.4587755520000005,1.595944448,32000,0.052307499999999986,False
297,comprehensive,cold_climate,Mild,3000,Poor,low,-34998.694711144955,0.1257545142857143,278320.0284999709,0.42240000000000005,2.652068571428572,2.2387200000000003,1.0236984685714288,1.2150215314285715,35000,0.9016666666666666,True
298,comprehensive,cold_climate,Mild,3000,Poor,base,-34999.03105477028,0.0933504,374931.4411079117,0.42240000000000005,2.652068571428572,2.2387200000000003,1.0236984685714288,1.2150215314285715,35000,0.5963880952380951,True
299,comprehensive,cold_climate,Mild,3000,Poor,high,-34999.47951293735,0.050144914285714215,697977.0630492662,0.42240000000000005,2.652068571428572,2.2387200000000003,1.0236984685714288,1.2150215314285715,35000,0.18934999999999996,False
300,comprehensive,cold_climate,Mild,3000,Medium,low,-34999.33102807382,0.06445028571428571,543054.2256268398,0.3744,2.9383714285714286,1.98432,1.1342113714285715,0.8501086285714285,35000,0.6672333333333332,True
301,comprehensive,cold_climate,Mild,3000,Medium,base,-34999.995142320025,0.00046799999999996844,74786324.78632984,0.3744,2.9383714285714286,1.98432,1.1342113714285715,0.8501086285714285,35000,0.4413271904761904,False
302,comprehensive,cold_climate,Mild,3000,Medium,high,-35000.880627981656,-0.0848417142857143,999.0,0.3744,2.9383714285714286,1.98432,1.1342113714285715,0.8501086285714285,35000,0.14011899999999997,False
303,comprehensive,cold_climate,Mild,3000,Good,low,-34999.785496240846,0.020665782857142823,1693620.8147518963,0.3264,3.005677714285715,1.7299200000000001,1.160191597714286,0.5697284022857141,35000,0.44181666666666664,False
304,comprehensive,cold_climate,Mild,3000,Good,base,-35000.64099453659,-0.06175488000000007,999.0,0.3264,3.005677714285715,1.7299200000000001,1.160191597714286,0.5697284022857141,35000,0.2922301666666666,False
305,comprehensive,cold_climate,Mild,3000,Good,high,-35001.78165893091,-0.17164909714285725,999.0,0.3264,3.005677714285715,1.7299200000000001,1.160191597714286,0.5697284022857141,35000,0.09278149999999998,False
306,comprehensive,cold_climate,Moderate,5000,Poor,low,-34997.280648218664,0.26198857142857146,133593.613679986,0.88,5.525142857142858,4.664,2.132705142857143,2.5312948571428566,35000,0.7050000000000001,True
307,comprehensive,cold_climate,Moderate,5000,Poor,base,-34997.98136410473,0.19447999999999988,179967.09173179773,0.88,5.525142857142858,4.664,2.132705142857143,2.5312948571428566,35000,0.46630714285714286,False
308,comprehensive,cold_climate,Moderate,5000,Poor,high,-34998.91565195284,0.10446857142857136,335028.9902636475,0.88,5.525142857142858,4.664,2.132705142857143,2.5312948571428566,35000,0.14805,False
309,comprehensive,cold_climate,Moderate,5000,Medium,low,-34998.60630848714,0.13427142857142865,260666.02830088293,0.78,6.121607142857143,4.134,2.362940357142857,1.7710596428571432,35000,0.5217,True
310,comprehensive,cold_climate,Moderate,5000,Medium,base,-34999.98987983342,0.0009749999999999481,35897435.8974378,0.78,6.121607142857143,4.134,2.362940357142857,1.7710596428571432,35000,0.34506728571428574,False
311,comprehensive,cold_climate,Moderate,5000,Medium,high,-35001.83464162844,-0.1767535714285715,999.0,0.78,6.121607142857143,4.134,2.362940357142857,1.7710596428571432,35000,0.10955699999999999,False
312,comprehensive,cold_climate,Moderate,5000,Good,low,-34999.553117168434,0.04305371428571436,812937.9910809074,0.68,6.2618285714285715,3.604,2.417065828571429,1.1869341714285713,35000,0.34545000000000003,False
313,comprehensive,cold_climate,Moderate,5000,Good,base,-35001.33540528455,-0.128656,999.0,0.68,6.2618285714285715,3.604,2.417065828571429,1.1869341714285713,35000,0.2284905,False
314,comprehensive,cold_climate,Moderate,5000,Good,high,-35003.71178943938,-0.35760228571428576,999.0,0.68,6.2618285714285715,3.604,2.417065828571429,1.1869341714285713,35000,0.0725445,False
315,comprehensive,cold_climate,Cold,7000,Poor,low,-34996.7916745654,0.30909741176470595,113232.91191659356,1.4784,10.920282352941175,7.83552,4.215228988235293,3.6202910117647065,35000,0.5083333333333333,True
316,comprehensive,cold_climate,Cold,7000,Poor,base,-34998.989016422536,0.09740047058823542,359341.1796536792,1.4784,10.920282352941175,7.83552,4.215228988235293,3.6202910117647065,35000,0.3362261904761904,False
317,comprehensive,cold_climate,Cold,7000,Poor,high,-35001.91880556538,-0.18486211764705862,999.0,1.4784,10.920282352941175,7.83552,4.215228988235293,3.6202910117647065,35000,0.10674999999999997,False
318,comprehensive,cold_climate,Cold,7000,Medium,low,-34999.16562203009,0.08038588235294108,435399.83608476806,1.3103999999999998,12.099176470588235,6.945119999999998,4.670282117647059,2.27483788235294,35000,0.37616666666666665,False
319,comprehensive,cold_climate,Cold,7000,Medium,base,-35002.62028972062,-0.2524447058823531,999.0,1.3103999999999998,12.099176470588235,6.945119999999998,4.670282117647059,2.27483788235294,35000,0.2488073809523809,False
320,comprehensive,cold_climate,Cold,7000,Medium,high,-35007.22651330798,-0.6962188235294118,999.0,1.3103999999999998,12.099176470588235,6.945119999999998,4.670282117647059,2.27483788235294,35000,0.07899499999999998,False
321,comprehensive,cold_climate,Cold,7000,Good,low,-35000.79078047542,-0.07618559999999996,999.0,1.1424,12.37632,6.0547200000000005,4.77725952,1.2774604800000002,35000,0.24908333333333332,False
322,comprehensive,cold_climate,Cold,7000,Good,base,-35004.94118223486,-0.47604479999999993,999.0,1.1424,12.37632,6.0547200000000005,4.77725952,1.2774604800000002,35000,0.1647508333333333,False
323,comprehensive,cold_climate,Cold,7000,Good,high,-35010.4750512474,-1.0091904,999.0,1.1424,12.37632,6.0547200000000005,4.77725952,1.2774604800000002,35000,0.052307499999999986,False
