HDD65,log_sqft,building_age,envelope_score,hdd_sqft,age_hdd,sqft_per_hdd,hdd_squared,envelope_class_encoded,climate_zone_encoded,TYPEHUQ,ADQINSUL,DRAFTY
1180,7.696212639346407,25,11.0,2.596,2.95,1.8644067796610169,0.13924,0,1,2,1,4
6000,5.857933154483459,35,3.0,2.1,21.0,0.058333333333333334,3.6,2,2,1,3,1
4515,8.140315540159985,45,9.0,15.48645,20.3175,0.7596899224806202,2.0385225,1,2,2,2,4
7351,6.063785208687608,25,12.0,3.16093,18.3775,0.05849544279689838,5.4037201,0,0,2,2,3
4510,4.605170185988092,25,12.0,0.0,11.275,0.0,2.03401,0,2,2,2,3
2623,4.605170185988092,15,12.0,0.0,3.9345,0.0,0.6880129,0,1,2,2,3
5736,7.874739125171811,55,10.0,15.08568,31.548,0.4585076708507671,3.2901696,1,2,2,2,3
4182,7.783224016336037,25,10.0,10.0368,10.455,0.5738880918220947,1.7489124,1,2,2,2,3
5774,7.003065458786462,25,8.0,6.3514,14.435,0.19050917907862833,3.3339076,1,2,5,3,3
5044,5.298317366548036,80,3.0,1.0088,40.352,0.03965107057890563,2.5441936,2,2,5,3,2
6031,7.170119543449628,65,10.0,7.8403,39.2015,0.2155529762891726,3.6372961,1,0,2,2,3
2255,4.605170185988092,45,7.0,0.0,10.1475,0.0,0.5085025,1,1,3,3,2
5782,7.7406644019172415,55,9.0,13.2986,31.801,0.39778623313732275,3.3431524,1,2,2,1,4
2406,7.170119543449628,35,9.0,3.1278,8.421,0.5403158769742311,0.5788836,1,1,2,2,4
5409,7.6255950721324535,7,14.0,11.08845,3.7863,0.37899796635237565,2.9257281,0,2,2,1,3
4634,6.214608098422191,35,10.0,2.317,16.219,0.10789814415192059,2.1473956,1,2,5,1,4
5300,7.2078598714324755,45,12.0,7.155,23.85,0.25471698113207547,2.809,0,2,2,1,3
4539,6.745236349484363,25,8.0,3.85815,11.3475,0.18726591760299627,2.0602521,1,2,5,3,3
6104,6.565264970035361,80,7.0,4.33384,48.832,0.11631716906946264,3.7258816,1,0,2,3,3
6078,7.539027055823995,80,5.0,11.42664,48.624,0.30931227377426784,3.6942084,2,0,2,3,4
4901,7.944492163932159,2,14.0,13.82082,0.9802,0.5753927769842889,2.4019801,0,2,2,1,3
4093,7.333023014386481,55,10.0,6.26229,22.5115,0.3738089420962619,1.6752649,1,2,2,2,3
5847,6.721425700790643,2,13.0,4.85301,1.1694,0.14195313836155293,3.4187409,0,2,2,2,3
1135,6.461468176353717,55,6.0,0.7264,6.2425,0.5638766519823789,0.1288225,1,1,2,2,4
4826,7.948031990637284,25,11.0,13.65758,12.065,0.5864069622876088,2.3290276,0,2,2,1,4
1089,4.605170185988092,45,9.0,0.0,4.9005,0.0,0.1185921,1,1,4,2,3
8127,4.605170185988092,35,11.0,0.0,28.4445,0.0,6.6048129,0,0,2,2,3
4361,6.709304340258298,65,11.0,3.57602,28.3465,0.18803026828709013,1.9018321,0,2,2,1,4
4460,7.67786350067821,55,9.0,9.6336,24.53,0.484304932735426,1.98916,1,2,2,1,4
4087,6.684611727667927,80,9.0,3.2696,32.696,0.19574259848299486,1.6703569,1,2,2,2,3
6866,7.560080465021827,55,8.0,13.18272,37.763,0.27963879988348384,4.7141956,1,0,2,2,3
2028,6.907755278982137,80,9.0,2.028,16.224,0.4930966469428008,0.4112784,1,1,2,2,3
4208,7.600902459542082,15,11.0,8.416,6.312,0.4752851711026616,1.7707264,0,2,5,1,4
4652,6.253828811575473,55,6.0,2.41904,25.586,0.1117798796216681,2.1641104,1,2,2,2,4
4164,4.605170185988092,25,12.0,0.0,10.41,0.0,1.7338896,0,2,3,2,3
5552,5.966146739123692,80,9.0,2.16528,44.416,0.07024495677233429,3.0824704,1,2,4,2,3
2766,8.003028666384733,15,12.0,8.27034,4.149,1.0809833694866233,0.7650756,0,1,2,2,3
5705,7.783224016336037,35,10.0,13.692,19.9675,0.42068361086765993,3.2547025,1,2,2,1,4
6780,6.802394763324311,55,8.0,6.102,37.29,0.13274336283185842,4.59684,1,0,2,2,4
5106,4.605170185988092,35,7.0,0.0,17.871,0.0,2.6071236,1,2,2,3,4
5916,5.438079308923196,80,8.0,1.36068,47.328,0.03887762001352265,3.4999056,1,2,5,1,4
6571,4.867534450455582,80,10.0,0.85423,52.568,0.019783898949931517,4.3178041,1,0,2,1,3
5220,5.768320995793772,65,7.0,1.6704,33.93,0.06130268199233716,2.72484,1,2,3,1,4
4179,8.131530710604252,25,12.0,14.2086,10.4475,0.8135917683656377,1.7464041,0,2,2,3,3
7196,6.194405391104672,45,7.0,3.52604,32.382,0.06809338521400778,5.1782416,1,0,1,3,4
2061,7.313220387090301,45,7.0,3.0915,9.2745,0.727802037845706,0.4247721,1,1,2,3,4
6397,6.907755278982137,15,12.0,6.397,9.5955,0.1563232765358762,4.0921609,0,0,3,2,3
7182,7.8632667240095735,65,9.0,18.6732,46.683,0.3620161514898357,5.1581124,1,0,2,1,3
2172,4.605170185988092,35,5.0,0.0,7.602,0.0,0.4717584,2,1,4,3,4
6428,8.089482474360754,55,10.0,20.95528,35.354,0.5071561916614811,4.1319184,1,0,2,2,3
7849,7.982757702011113,25,10.0,22.99757,19.6225,0.3732959612689515,6.1606801,1,0,3,2,3
5336,6.0867747269123065,80,7.0,2.34784,42.688,0.08245877061469266,2.8472896,1,2,4,2,3
4419,8.006367567650246,25,10.0,13.257,11.0475,0.6788866259334692,1.9527561,1,2,2,2,4
4639,7.8898337513942955,7,12.0,12.38613,3.2473,0.5755550765251132,2.1520321,0,2,2,1,4
2038,7.495541943884256,7,12.0,3.6684,1.4266,0.8832188420019627,0.4153444,0,1,2,1,4
3156,7.9229859587111955,2,12.0,8.71056,0.6312,0.8745247148288974,0.9960336,0,2,2,1,4
2686,7.937374696163295,2,11.0,7.5208,0.5372,1.0424422933730455,0.7214596,0,1,2,2,4
6682,6.779921907472252,15,12.0,5.88016,10.023,0.13169709667764143,4.4649124,0,0,2,2,3
2077,4.605170185988092,35,6.0,0.0,7.2695,0.0,0.4313929,1,1,2,4,4
3780,6.84587987526405,65,9.0,3.5532,24.57,0.24867724867724866,1.42884,1,2,2,1,4
6618,4.605170185988092,80,9.0,0.0,52.944,0.0,4.3797924,1,0,2,2,3
6635,7.3777589082278725,80,7.0,10.616,53.08,0.24114544084400905,4.4023225,1,0,2,2,4
4146,7.52294091807237,45,7.0,7.6701,18.657,0.4462132175590931,1.7189316,1,2,2,2,4
3930,7.600902459542082,80,8.0,7.86,31.44,0.5089058524173028,1.54449,1,2,2,1,4
5638,7.783224016336037,25,10.0,13.5312,14.095,0.42568286626463286,3.1787044,1,2,2,2,4
4225,6.756932389247553,55,12.0,3.6335,23.2375,0.20355029585798817,1.7850625,0,2,2,2,3
3111,4.605170185988092,80,7.0,0.0,24.888,0.0,0.9678321,1,2,2,2,4
5184,4.605170185988092,80,0.0,0.0,41.472,0.0,2.6873856,2,2,5,4,1
1845,7.484368643286131,15,8.0,3.2841,2.7675,0.964769647696477,0.3404025,1,1,3,2,4
1570,7.478734825567875,2,12.0,2.7789,0.314,1.127388535031847,0.24649,0,1,2,1,4
5867,6.76849321164863,35,10.0,5.10429,20.5345,0.14828702914607125,3.4421689,1,2,3,1,4
2244,5.991464547107982,80,5.0,0.8976,17.952,0.17825311942959002,0.5035536,2,1,2,2,4
4237,7.600902459542082,45,11.0,8.474,19.0665,0.47203209818267644,1.7952169,0,2,2,2,3
2609,8.070906088787819,2,12.0,8.3488,0.5218,1.2265235722499042,0.6806881,0,1,2,1,4
6141,7.170119543449628,65,9.0,7.9833,39.9165,0.211691906855561,3.7711881,1,0,2,1,4
6690,4.700480365792417,45,9.0,0.7359,30.105,0.016442451420029897,4.47561,1,0,3,2,4
4231,7.7406644019172415,55,8.0,9.7313,23.2705,0.5436067123611439,1.7901361,1,2,4,3,3
5233,6.937314081223682,80,7.0,5.38999,41.864,0.19682782342824384,2.7384289,1,2,2,3,2
5571,5.940171252720432,80,9.0,2.11698,44.568,0.06821037515706337,3.1036041,1,2,4,2,3
6752,6.659293919683638,65,11.0,5.26656,43.888,0.11552132701421801,4.5589504,0,0,2,1,3
4179,7.6255950721324535,25,10.0,8.56695,10.4475,0.4905479779851639,1.7464041,1,2,2,2,2
5815,8.411832675758411,35,9.0,26.1675,20.3525,0.7738607050730868,3.3814225,1,2,2,2,4
3206,7.438383530044307,80,9.0,5.4502,25.648,0.5302557704304429,1.0278436,1,2,2,2,3
7565,6.507277712385012,65,6.0,5.06855,49.1725,0.08856576338400529,5.7229225,1,0,2,2,4
2366,7.090076835776092,45,10.0,2.8392,10.647,0.5071851225697379,0.5597956,1,1,2,1,3
7041,7.371489295214277,80,5.0,11.19519,56.328,0.2258201959948871,4.9575681,2,0,2,3,3
4791,7.600902459542082,55,9.0,9.582,26.3505,0.4174493842621582,2.2953681,1,2,2,1,4
4231,7.090076835776092,65,11.0,5.0772,27.5015,0.2836208934058142,1.7901361,0,2,2,1,3
4921,7.047517221357296,35,9.0,5.65915,17.2235,0.23369233895549685,2.4216241,1,2,3,2,4
5496,5.598421958998375,80,4.0,1.48392,43.968,0.04912663755458515,3.0206016,2,2,4,4,3
6595,7.090076835776092,80,9.0,7.914,52.76,0.1819560272934041,4.3494025,1,0,3,2,3
5328,6.856461984594587,80,3.0,5.0616,42.624,0.1783033033033033,2.8387584,2,2,2,3,1
1203,7.24422751560335,25,13.0,1.6842,3.0075,1.1637572734829593,0.1447209,0,1,2,1,3
6612,7.313220387090301,55,10.0,9.918,36.366,0.22686025408348456,4.3718544,1,0,2,2,3
6416,7.07326971745971,55,8.0,7.57088,35.288,0.18391521197007482,4.1165056,1,0,2,2,4
5756,7.803843303538772,65,8.0,14.1022,37.414,0.42564280750521194,3.3131536,1,2,2,2,4
1265,7.7406644019172415,15,8.0,2.9095,1.8975,1.8181818181818181,0.1600225,1,1,2,2,2
6156,7.580699752224563,25,10.0,12.06576,15.39,0.3183885640025991,3.7896336,1,0,3,2,3
3822,7.003065458786462,25,10.0,4.2042,9.555,0.28780743066457354,1.4607684,1,2,2,2,4
1055,5.521460917862246,55,9.0,0.26375,5.8025,0.23696682464454977,0.1113025,1,1,1,1,4
5217,7.874739125171811,45,11.0,13.72071,23.4765,0.5041211424190147,2.7217089,0,2,2,2,3
5503,8.077136638538454,15,12.0,17.71966,8.2545,0.5851353807014356,3.0283009,0,2,2,2,3
5065,7.090076835776092,55,8.0,6.078,27.8575,0.23692003948667326,2.5654225,1,2,2,3,3
4687,4.605170185988092,15,10.0,0.0,7.0305,0.0,2.1967969,1,2,3,3,3
6599,7.170119543449628,35,9.0,8.5787,23.0965,0.1969995453856645,4.3546801,1,0,3,2,3
1883,4.605170185988092,45,9.0,0.0,8.4735,0.0,0.3545689,1,1,2,2,3
4720,7.170119543449628,65,8.0,6.136,30.68,0.2754237288135593,2.22784,1,2,2,2,4
2236,7.795646536334594,55,10.0,5.43348,12.298,1.0867620751341682,0.4999696,1,1,2,2,3
3654,7.081708586105575,65,10.0,4.34826,23.751,0.32567049808429116,1.3351716,1,2,2,2,3
4122,8.070906088787819,55,9.0,13.1904,22.671,0.7763221737020863,1.6990884,1,2,2,1,3
7219,7.90100705199242,25,10.0,19.4913,18.0475,0.3740130211940712,5.2113961,1,0,3,2,4
4685,7.9724660159745655,7,12.0,13.5865,3.2795,0.6189967982924226,2.1949225,0,2,2,1,4
3790,6.745236349484363,45,9.0,3.2215,17.055,0.22427440633245382,1.43641,1,2,2,2,4
3439,8.039157390473237,15,10.0,10.6609,5.1585,0.9014248328002327,1.1826721,1,2,2,2,4
4509,8.268731832117737,25,12.0,17.5851,11.2725,0.8649367930805056,2.0331081,0,2,2,2,3
5805,8.131530710604252,45,5.0,19.737,26.1225,0.5857019810508183,3.3698025,2,2,2,3,2
7127,4.605170185988092,45,9.0,0.0,32.0715,0.0,5.0794129,1,0,2,3,3
1831,7.824046010856292,7,11.0,4.5775,1.2817,1.3653741125068268,0.3352561,0,1,2,2,3
6133,5.768320995793772,25,10.0,1.96256,15.3325,0.05217674873634437,3.7613689,1,0,5,2,3
6203,7.438383530044307,80,8.0,10.5451,49.624,0.27406093825568273,3.8477209,1,0,2,1,4
2713,8.048788283534199,45,11.0,8.49169,12.2085,1.153704386288242,0.7360369,0,1,2,2,3
7775,7.438383530044307,80,9.0,13.2175,62.2,0.21864951768488747,6.0450625,1,0,2,2,3
5827,7.038783541388542,35,9.0,6.64278,20.3945,0.1956409816372061,3.3953929,1,2,2,2,3
4776,7.090076835776092,55,8.0,5.7312,26.268,0.25125628140703515,2.2810176,1,2,2,3,3
5144,8.146129510025405,2,14.0,17.7468,1.0288,0.6706842923794712,2.6460736,0,2,2,1,3
6034,6.984716320118266,45,11.0,6.51672,27.153,0.17898574743122306,3.6409156,0,0,5,2,3
6104,4.605170185988092,80,9.0,0.0,48.832,0.0,3.7258816,1,0,2,2,3
5665,7.855544677915663,65,10.0,14.6157,36.8225,0.4554280670785525,3.2092225,1,2,2,2,3
3864,6.620073206530356,7,10.0,2.898,2.7048,0.19409937888198758,1.4930496,1,2,4,1,4
5785,7.2078598714324755,65,8.0,7.80975,37.6025,0.23336214347450301,3.3466225,1,2,2,2,4
5522,7.600902459542082,15,10.0,11.044,8.283,0.36218761318362913,3.0492484,1,2,4,3,3
4332,8.263590432617319,45,10.0,16.80816,19.494,0.8956602031394275,1.8766224,1,2,2,1,4
6037,6.993932975223189,65,8.0,6.58033,39.2405,0.18055325492794436,3.6445369,1,0,2,2,4
5249,8.055157731819678,45,10.0,16.53435,23.6205,0.6001143074871405,2.7552001,1,2,2,1,4
4500,7.649692623711514,65,7.0,9.45,29.25,0.4666666666666667,2.025,1,2,2,1,4
4871,6.756932389247553,65,8.0,4.18906,31.6615,0.17655512215150893,2.3726641,1,2,2,2,4
4755,6.684611727667927,55,10.0,3.804,26.1525,0.16824395373291273,2.2610025,1,2,5,2,3
6139,7.882314918980268,15,12.0,16.26835,9.2085,0.4316663951783678,3.7687321,0,0,2,2,3
6238,6.802394763324311,45,10.0,5.6142,28.071,0.14427701186277653,3.8912644,1,0,2,1,4
5579,4.605170185988092,80,5.0,0.0,44.632,0.0,3.1125241,2,2,5,3,2
7419,7.659171367666058,65,8.0,15.72828,48.2235,0.2857527968728939,5.5041561,1,0,2,2,3
4768,7.787382026484701,35,11.0,11.49088,16.688,0.5054530201342282,2.2733824,0,2,2,2,3
7188,7.533693709848633,55,8.0,13.44156,39.534,0.2601558152476349,5.1667344,1,0,2,3,3
4699,6.937314081223682,7,14.0,4.83997,3.2893,0.2191955735262822,2.2080601,0,2,2,1,3
4230,7.306531398939505,15,10.0,6.3027,6.345,0.35224586288416077,1.78929,1,2,2,2,3
3734,5.19295685089021,65,9.0,0.67212,24.271,0.048205677557579006,1.3942756,1,2,5,1,4
7319,5.393627546352362,25,10.0,1.61018,18.2975,0.030058751195518513,5.3567761,1,0,3,2,3
7996,7.7406644019172415,15,12.0,18.3908,11.994,0.2876438219109555,6.3936016,0,0,2,2,3
4214,5.736572297479192,35,8.0,1.30634,14.749,0.07356430944470811,1.7757796,1,2,5,1,4
2624,6.897704943128636,80,10.0,2.59776,20.992,0.37728658536585363,0.6885376,1,1,2,1,3
6218,7.539027055823995,25,10.0,11.68984,15.545,0.30234802187198456,3.8663524,1,0,3,3,3
4474,6.536691597591305,80,7.0,3.08706,35.792,0.15422440768886903,2.0016676,1,2,2,2,2
2257,8.318742252692399,45,10.0,9.2537,10.1565,1.8165706690296854,0.5094049,1,1,2,1,4
1342,7.07326971745971,25,12.0,1.58356,3.355,0.879284649776453,0.1800964,0,1,1,2,3
3201,8.039157390473237,15,11.0,9.9231,4.8015,0.9684473601999375,1.0246401,0,2,2,1,4
5776,7.003065458786462,45,2.0,6.3536,25.992,0.1904432132963989,3.3362176,2,2,2,4,1
4750,6.659293919683638,45,9.0,3.705,21.375,0.16421052631578947,2.25625,1,2,5,2,4
2984,7.673223121121708,25,12.0,6.4156,7.46,0.7205093833780161,0.8904256,0,1,2,2,3
7067,8.006367567650246,15,12.0,21.201,10.6005,0.42450827791141926,4.9942489,0,0,2,2,3
2622,8.160518247477505,45,7.0,9.177,11.799,1.3348588863463005,0.6874884,1,1,2,2,4
4955,7.090076835776092,2,11.0,5.946,0.991,0.24217961654894046,2.4552025,0,2,1,2,4
2088,7.352441100243583,80,7.0,3.25728,16.704,0.7471264367816092,0.4359744,1,1,2,2,3
6248,8.098642843759418,55,10.0,20.55592,34.364,0.5265685019206146,3.9037504,1,0,2,2,3
3725,6.620073206530356,45,7.0,2.79375,16.7625,0.20134228187919462,1.3875625,1,2,3,2,2
3654,7.820037989458753,15,10.0,9.09846,5.481,0.6814449917898193,1.3351716,1,2,2,2,4
2915,7.272398392570047,35,11.0,4.1976,10.2025,0.4939965694682676,0.8497225,0,1,2,2,3
6347,7.090076835776092,65,7.0,7.6164,41.2555,0.18906570033086498,4.0284409,1,0,2,1,4
6044,4.605170185988092,65,10.0,0.0,39.286,0.0,3.6529936,1,0,2,2,3
6403,5.8289456176102075,65,6.0,2.17702,41.6195,0.05310010932375449,4.0998409,1,0,2,2,2
5367,6.461468176353717,15,12.0,3.43488,8.0505,0.11924725172349543,2.8804689,0,2,2,2,3
5685,6.709304340258298,25,13.0,4.6617,14.2125,0.1442392260334213,3.2319225,0,2,2,1,3
5023,4.787491742782046,80,7.0,0.60276,40.184,0.02389010551463269,2.5230529,1,2,2,3,3
4530,7.438383530044307,7,12.0,7.701,3.171,0.37527593818984545,2.05209,0,2,2,1,4
5979,8.361708288575842,25,11.0,25.59012,14.9475,0.7158387690249206,3.5748441,0,2,2,1,4
5328,6.620073206530356,45,7.0,3.996,23.976,0.14076576576576577,2.8387584,1,2,2,3,4
1673,4.605170185988092,45,9.0,0.0,7.5285,0.0,0.2798929,1,1,2,2,4
5806,7.408530566894626,65,8.0,9.5799,37.739,0.28418877023768513,3.3709636,1,2,2,2,3
4394,6.887552571664617,80,5.0,4.30612,35.152,0.22303140646335912,1.9307236,2,2,2,2,4
1156,8.029432840581244,80,5.0,3.54892,9.248,2.6557093425605536,0.1336336,2,1,2,2,4
5007,6.684611727667927,35,9.0,4.0056,17.5245,0.15977631316157379,2.5070049,1,2,2,3,3
6250,7.824046010856292,25,10.0,15.625,15.625,0.4,3.90625,1,0,2,2,4
3190,7.649692623711514,25,12.0,6.699,7.975,0.658307210031348,1.01761,0,2,2,2,3
3973,7.783224016336037,80,9.0,9.5352,31.784,0.6040775232821546,1.5784729,1,2,2,2,3
2666,7.649692623711514,7,12.0,5.5986,1.8662,0.7876969242310577,0.7107556,0,1,2,1,4
1012,7.668561108015897,35,7.0,2.16568,3.542,2.1146245059288535,0.1024144,1,1,2,2,4
5648,7.5652752818989315,25,11.0,10.90064,14.12,0.34171388101983,3.1899904,0,2,2,1,4
3819,7.600902459542082,45,10.0,7.638,17.1855,0.5236973029588897,1.4584761,1,2,5,1,4
6107,6.363028103540465,15,10.0,3.54206,9.1605,0.09497298182413624,3.7295449,1,0,4,2,3
1210,8.070906088787819,15,11.0,3.872,1.815,2.644628099173554,0.14641,0,1,2,1,4
7691,7.24422751560335,55,10.0,10.7674,42.3005,0.18203094526069433,5.9151481,1,0,2,2,3
4247,5.703782474656201,80,7.0,1.2741,33.976,0.07063809748057452,1.8037009,1,2,2,2,4
5548,7.402451520818244,25,10.0,9.09872,13.87,0.29560201874549386,3.0780304,1,2,2,2,4
7079,7.696212639346407,65,8.0,15.5738,46.0135,0.3107783585252154,5.0112241,1,0,2,2,3
5261,6.040254711277414,80,8.0,2.20962,42.088,0.07983273141988215,2.7678121,1,2,4,1,2
4129,8.039157390473237,80,9.0,12.7999,33.032,0.7507871155243401,1.7048641,1,2,2,2,3
4258,7.313220387090301,55,9.0,6.387,23.419,0.3522780648191639,1.8130564,1,2,2,1,4
5643,7.438383530044307,45,9.0,9.5931,25.3935,0.3012581959950381,3.1843449,1,2,2,2,4
1764,4.605170185988092,15,8.0,0.0,2.646,0.0,0.3111696,1,1,3,2,4
6234,7.762170607138205,15,8.0,14.6499,9.351,0.37696503047802377,3.8862756,1,0,2,2,4
5472,6.476972362889683,80,5.0,3.5568,43.776,0.11878654970760234,2.9942784,2,2,5,3,3
4572,8.006367567650246,80,7.0,13.716,36.576,0.6561679790026247,2.0903184,1,2,2,3,3
5293,7.4673710669175595,80,9.0,9.26275,42.344,0.33062535424145095,2.8015849,1,2,2,2,3
3818,5.966146739123692,45,7.0,1.48902,17.181,0.10214772132006286,1.4577124,1,2,1,3,3
4999,7.709756864454165,25,11.0,11.14777,12.4975,0.4460892178435687,2.4990001,0,2,2,1,4
2159,8.194229304819817,25,12.0,7.81558,5.3975,1.6767021769337656,0.4661281,0,1,2,2,3
2830,7.154615356913663,25,12.0,3.6224,7.075,0.45229681978798586,0.80089,0,1,2,2,3
6087,7.138866999945524,2,12.0,7.66962,1.2174,0.20699852143913258,3.7051569,0,0,3,1,4
4423,8.294049640102028,65,10.0,17.692,28.7495,0.9043635541487678,1.9562929,1,2,2,2,3
5697,6.897704943128636,45,11.0,5.64003,25.6365,0.17377567140600317,3.2455809,0,2,2,2,3
1805,6.659293919683638,15,11.0,1.4079,2.7075,0.43213296398891965,0.3258025,0,1,5,1,4
2955,7.649692623711514,15,6.0,6.2055,4.4325,0.7106598984771574,0.8732025,1,1,1,2,1
2627,7.029972911706386,80,7.0,2.96851,21.016,0.4301484583174724,0.6901129,1,1,2,2,3
1791,7.122866658599083,25,8.0,2.22084,4.4775,0.6923506420993858,0.3207681,1,1,3,2,1
4569,7.1308988302963465,45,10.0,5.71125,20.5605,0.27358284088421975,2.0875761,1,2,2,1,4
3305,6.684611727667927,55,6.0,2.644,18.1775,0.24205748865355523,1.0923025,1,2,4,2,4
6149,7.22983877815125,25,12.0,8.48562,15.3725,0.22442673605464303,3.7810201,0,0,3,2,3
4205,4.941642422609304,15,10.0,0.5887,6.3075,0.03329369797859691,1.7682025,1,2,2,3,3
6089,7.783224016336037,80,7.0,14.6136,48.712,0.3941533913614715,3.7075921,1,0,2,3,3
3820,6.214608098422191,15,11.0,1.91,5.73,0.13089005235602094,1.45924,0,2,2,1,4
6786,5.438079308923196,55,4.0,1.56078,37.323,0.03389330975537872,4.6049796,2,0,5,3,2
7852,7.352441100243583,55,6.0,12.24912,43.186,0.1986754966887417,6.1653904,1,0,2,2,4
2464,7.8632667240095735,25,11.0,6.4064,6.16,1.0551948051948052,0.6071296,0,1,2,1,4
5597,7.835974581721566,45,10.0,14.16041,25.1865,0.45202787207432554,3.1326409,1,2,2,1,4
3920,7.6255950721324535,15,10.0,8.036,5.88,0.5229591836734694,1.53664,1,2,1,2,3
6250,7.003065458786462,65,11.0,6.875,40.625,0.176,3.90625,0,0,2,1,3
4494,6.522092798170152,45,12.0,3.05592,20.223,0.15131286159323543,2.0196036,0,2,2,1,3
4376,6.593044534142437,55,8.0,3.19448,24.068,0.16681901279707495,1.9149376,1,2,2,3,3
4332,7.847762537473608,80,7.0,11.08992,34.656,0.5909510618651893,1.8766224,1,2,2,2,2
3190,6.620073206530356,15,11.0,2.3925,4.785,0.23510971786833856,1.01761,0,2,2,1,4
6256,4.605170185988092,45,9.0,0.0,28.152,0.0,3.9137536,1,0,2,2,3
8426,7.24422751560335,80,8.0,11.7964,67.408,0.1661523854735343,7.0997476,1,0,2,1,4
5626,8.1886891244442,35,10.0,20.2536,19.691,0.6398862424457874,3.1651876,1,2,2,1,4
5774,7.003065458786462,45,10.0,6.3514,25.983,0.19050917907862833,3.3339076,1,2,2,1,3
4769,8.160518247477505,25,10.0,16.6915,11.9225,0.7339064793457748,2.2743361,1,2,2,2,4
8082,7.783224016336037,55,10.0,19.3968,44.451,0.2969561989606533,6.5318724,1,0,2,2,3
6219,7.560080465021827,15,11.0,11.94048,9.3285,0.3087313072841293,3.8675961,0,0,2,1,4
2408,7.495541943884256,7,12.0,4.3344,1.6856,0.7475083056478405,0.5798464,0,1,2,1,4
5240,7.237059026124737,65,10.0,7.2836,34.06,0.2652671755725191,2.74576,1,2,2,2,3
3051,6.152732694704104,80,2.0,1.43397,24.408,0.1540478531628974,0.9308601,2,2,2,4,2
3338,7.539027055823995,80,7.0,6.27544,26.704,0.5632115038945477,1.1142244,1,2,3,2,3
4433,7.358830898342354,80,6.0,6.95981,35.464,0.3541619670651929,1.9651489,1,2,2,1,4
1180,7.495541943884256,15,8.0,2.124,1.77,1.5254237288135593,0.13924,1,1,2,2,4
5542,7.27931883541462,7,11.0,8.0359,3.8794,0.2616383976903645,3.0713764,0,2,3,2,2
4247,6.214608098422191,35,8.0,2.1235,14.8645,0.1177301624676242,1.8037009,1,2,5,1,4
4951,5.634789603169249,65,8.0,1.38628,32.1815,0.056554231468390226,2.4512401,1,2,5,2,3
2015,6.522092798170152,45,7.0,1.3702,9.0675,0.337468982630273,0.4060225,1,1,5,3,3
5975,4.605170185988092,65,8.0,0.0,38.8375,0.0,3.5700625,1,2,2,2,3
5195,7.495541943884256,35,10.0,9.351,18.1825,0.34648700673724736,2.6988025,1,2,2,1,4
3391,6.214608098422191,55,6.0,1.6955,18.6505,0.14744913005013272,1.1498881,1,2,5,2,4
5216,6.802394763324311,35,12.0,4.6944,18.256,0.17254601226993865,2.7206656,0,2,4,1,3
5723,4.605170185988092,15,10.0,0.0,8.5845,0.0,3.2752729,1,2,2,2,4
5791,7.783224016336037,25,12.0,13.8984,14.4775,0.4144361940942842,3.3535681,0,2,2,2,3
6700,4.605170185988092,25,10.0,0.0,16.75,0.0,4.489,1,0,2,2,2
2531,7.090076835776092,80,7.0,3.0372,20.248,0.4741209008297116,0.6405961,1,1,2,2,3
3564,6.84587987526405,55,4.0,3.35016,19.602,0.26374859708193044,1.2702096,2,2,4,3,2
5235,7.649692623711514,7,12.0,10.9935,3.6645,0.40114613180515757,2.7405225,0,2,2,1,4
1134,7.630461261783627,35,7.0,2.33604,3.969,1.81657848324515,0.1285956,1,1,2,3,4
7645,6.684611727667927,2,9.0,6.116,1.529,0.10464355788096795,5.8446025,1,0,2,2,2
5260,7.904703913873747,25,11.0,14.2546,13.15,0.5152091254752852,2.76676,0,2,2,1,4
5578,6.551080335043404,65,8.0,3.9046,36.257,0.1254930082466834,3.1114084,1,2,2,2,3
4380,6.975413927455952,35,5.0,4.6866,15.33,0.24429223744292236,1.91844,2,2,3,2,1
3597,7.170119543449628,45,9.0,4.6761,16.1865,0.3614122880177926,1.2938409,1,2,2,3,3
5866,7.003065458786462,15,4.0,6.4526,8.799,0.18752130923968632,3.4409956,2,2,1,3,1
5066,8.271292652979412,45,10.0,19.80806,22.797,0.7718120805369127,2.5664356,1,2,2,1,4
1765,7.313220387090301,45,10.0,2.6475,7.9425,0.8498583569405099,0.3115225,1,1,2,1,4
6679,5.8289456176102075,80,7.0,2.27086,53.432,0.05090582422518341,4.4609041,1,0,2,2,2
6670,7.090076835776092,35,9.0,8.004,23.345,0.17991004497751126,4.44889,1,0,5,2,4
6912,7.333023014386481,55,9.0,10.57536,38.016,0.22135416666666666,4.7775744,1,0,2,1,4
2586,7.696212639346407,25,12.0,5.6892,6.465,0.8507347254447022,0.6687396,0,1,2,2,3
5110,7.02108396428914,80,7.0,5.7232,40.88,0.2191780821917808,2.61121,1,2,2,3,3
7165,6.802394763324311,2,11.0,6.4485,1.433,0.1256106071179344,5.1337225,0,0,5,2,3
4327,4.605170185988092,80,9.0,0.0,34.616,0.0,1.8722929,1,2,2,2,3
4753,8.283999304248526,15,11.0,18.82188,7.1295,0.8331580054702293,2.2591009,0,2,2,1,4
4274,7.7406644019172415,65,10.0,9.8302,27.781,0.5381375760411792,1.8267076,1,2,2,2,3
